--- scanner 0 ---
-812,-728,-591
-259,678,-532
735,-470,492
-808,-734,-657
518,-635,-807
-487,402,391
722,545,-708
-529,-401,536
-326,616,-504
-330,707,-663
878,574,-722
670,-614,-747
533,-501,495
-508,406,332
-797,-541,-583
114,15,-132
-522,-438,589
587,-480,480
-639,-447,471
687,564,-674
896,574,424
-449,386,511
652,-513,-789
819,586,254
836,538,409

--- scanner 1 ---
670,487,-847
-432,537,-395
-521,374,359
-666,441,313
740,701,863
-432,701,-383
721,-698,-623
818,605,871
-282,-564,-496
766,577,737
-375,-596,-489
-433,-537,-427
745,-562,-653
650,-523,785
24,36,8
608,-417,733
-386,-616,490
453,-460,776
745,-802,-648
-454,633,-472
-403,-500,596
693,557,-710
669,547,-874
-462,-478,508
-529,539,346

--- scanner 2 ---
-566,-825,-742
-662,-843,343
640,-448,544
-593,-867,362
-570,753,323
-17,-6,-139
757,831,503
525,605,-563
-549,694,319
-591,549,-484
763,-859,-617
471,590,-584
673,593,-553
-701,614,-530
-458,-744,-723
-511,574,303
-658,-773,306
554,-488,396
-584,496,-521
646,-875,-525
-522,-801,-721
834,661,491
620,-847,-523
774,676,455
535,-509,628

--- scanner 3 ---
-407,-676,-904
734,-560,435
-693,-416,552
399,882,-572
548,-513,-819
11,183,-89
519,898,-534
432,710,811
-700,739,637
-703,-449,648
-496,668,-411
-469,-604,-856
597,-462,-696
-524,606,-344
-738,-466,683
386,-489,-727
690,-596,610
-407,-650,-695
262,698,734
-151,184,58
-714,710,793
-666,720,602
340,878,-593
-655,577,-415
417,746,751
-173,51,-105
711,-649,610

--- scanner 4 ---
-685,686,-551
-793,-850,-533
506,696,563
527,750,548
-601,581,-490
-402,-590,371
-841,-861,-490
800,-826,791
830,-666,749
892,-712,744
-418,-589,365
466,601,-889
-489,-491,464
679,-648,-544
-24,2,-135
496,548,551
765,-778,-494
745,-758,-567
-453,667,-530
-548,387,619
-512,447,634
-683,-770,-496
-560,464,789
468,575,-917
560,458,-901

--- scanner 5 ---
732,615,-695
-377,610,685
-495,-902,-457
-505,433,-576
759,628,545
-517,-805,-466
-580,496,-693
665,747,-728
857,-888,591
177,-41,-4
-459,-809,-623
-337,660,590
485,-555,-387
849,-900,646
-644,-838,551
-614,-772,389
785,-859,453
685,-519,-419
613,-405,-367
877,738,569
-460,592,573
-512,326,-661
726,794,-640
864,609,696
-542,-810,573

--- scanner 6 ---
368,683,-372
-857,-729,708
457,760,741
-3,99,-25
545,663,-382
480,897,862
-905,509,-355
-916,663,-479
-906,-735,758
422,-243,537
606,-464,-412
441,812,817
273,-327,570
-562,815,894
-798,-679,712
-905,559,-596
-540,877,853
-737,-434,-303
439,538,-369
-181,108,134
-679,818,855
-740,-438,-319
-794,-617,-290
695,-432,-474
369,-298,651
574,-454,-602

--- scanner 7 ---
-709,-537,525
599,400,517
663,-549,-537
673,-739,-569
-701,443,-586
89,-29,-107
-634,281,431
-730,-492,-645
695,-611,-448
-777,425,-724
-105,-82,14
-788,-554,-704
496,-458,611
-731,-460,429
418,-461,417
-497,248,333
598,545,385
492,501,528
800,433,-870
-881,-561,-672
884,400,-721
829,514,-774
-642,294,266
362,-418,539
-731,-448,593
-760,531,-608

--- scanner 8 ---
868,710,-814
690,-331,685
565,-365,-644
-685,583,-647
-697,-418,-635
-349,-747,573
-493,633,703
586,-389,-600
773,450,395
-744,575,-732
9,-31,-170
-518,485,615
801,717,-874
784,-343,542
782,-315,568
-818,-396,-542
-517,527,665
729,413,317
-465,-739,603
-770,385,-662
88,113,15
584,-446,-536
-315,-721,499
-829,-468,-584
901,814,-873
680,344,371

--- scanner 9 ---
-653,928,-587
346,683,280
358,723,474
480,663,-657
620,-449,-847
396,-500,338
590,-425,-711
-590,784,464
-363,-702,598
375,797,-631
433,643,397
-56,55,-65
-695,917,-515
-701,-485,-565
-575,869,266
-423,-769,591
-505,843,456
-364,-802,695
104,143,-139
369,-501,398
533,-477,408
595,-425,-951
-637,-487,-508
-602,796,-537
396,701,-702
-593,-466,-484

--- scanner 10 ---
756,-811,536
-758,-858,-662
739,715,624
806,663,-794
-652,507,398
667,-661,-781
743,656,645
725,-602,-719
756,812,-753
818,-634,-712
759,536,683
-107,-5,-89
-726,-769,-724
-601,458,521
803,740,-620
-628,669,490
-692,-753,567
-573,631,-846
39,-141,-38
-736,-737,-534
-756,574,-833
-795,-724,606
-638,-667,644
700,-905,601
-752,577,-817
719,-881,532

--- scanner 11 ---
613,-415,-869
445,-621,752
634,-608,-805
372,329,-516
-678,-535,350
-108,-6,-44
366,608,735
-754,574,571
-410,-728,-442
424,549,797
-754,814,576
391,305,-585
-477,-735,-382
-694,428,-720
423,-525,829
-377,-832,-383
273,576,728
-702,-545,514
-730,710,601
335,399,-520
619,-438,-850
-679,-475,377
-141,-123,113
423,-689,841
-692,371,-656
-713,347,-612

--- scanner 12 ---
505,-657,846
-749,-804,321
-402,829,-859
-697,-747,-878
-40,16,-16
6,-145,-110
-736,362,736
430,-544,830
-695,382,662
551,368,-797
396,305,-817
392,-594,853
-692,-755,-648
-659,-810,-829
326,-775,-453
674,256,394
-430,828,-824
-461,791,-808
601,418,407
-608,-913,341
390,-836,-416
378,-759,-593
478,378,-719
-664,-796,330
-723,300,759
719,347,368

--- scanner 13 ---
-683,-433,912
-412,754,548
875,592,853
632,746,-671
-762,-449,-503
-404,724,432
644,598,-661
-786,-493,-482
-430,650,398
-808,693,-701
-755,-391,901
535,-511,-703
872,-418,739
-820,836,-607
-733,-484,780
629,544,-640
29,142,144
720,-392,823
86,15,19
-836,719,-699
776,-433,907
653,-628,-694
-705,-385,-501
785,426,889
588,-518,-740
907,419,813

--- scanner 14 ---
628,-598,-362
-516,-802,-652
686,-755,-366
-286,494,718
897,579,-580
-250,670,-377
-444,-854,-766
-349,-780,795
785,406,633
723,-849,884
165,-54,23
631,462,682
-370,-774,635
644,-742,800
551,427,609
760,-750,817
964,535,-476
-315,583,-430
-316,-834,-616
-258,493,644
664,-764,-269
-276,636,663
-421,632,-340
24,-5,137
-428,-673,723
854,601,-573

--- scanner 15 ---
-749,785,-618
417,-330,-362
-443,-804,-604
-753,865,-519
375,468,-886
-761,-303,467
-680,-231,339
641,-312,702
586,758,698
410,496,-885
-534,-806,-420
-319,870,752
405,725,753
-389,795,893
437,-485,-425
515,-412,-435
40,131,60
-418,-812,-408
426,527,-848
-287,937,853
818,-324,779
781,-260,718
-788,804,-653
356,763,690
-78,-6,-26
-617,-318,414

--- scanner 16 ---
-431,706,-288
-482,756,-420
756,435,-652
-431,-753,-293
-390,-697,-377
705,-334,838
421,-884,-387
-541,-560,789
-389,778,-299
-437,-612,830
133,-7,158
-480,-698,721
548,-356,897
654,534,888
726,427,-768
-526,459,526
636,632,763
45,93,2
538,505,792
682,-308,868
594,-852,-347
-428,368,530
652,453,-802
428,-762,-311
-632,372,515
-416,-849,-461

--- scanner 17 ---
613,752,-489
-669,-401,471
830,-871,458
465,-966,-607
633,-880,521
538,558,560
562,528,696
675,-828,415
-550,668,506
-638,-446,546
-459,-792,-782
543,-958,-703
-610,790,-625
-684,773,480
-19,-95,-128
614,779,-549
590,615,-559
-377,-719,-724
-530,715,-548
-637,-466,507
-570,802,-431
-588,752,551
538,553,800
-452,-883,-717
517,-832,-579

--- scanner 18 ---
-652,609,-485
-553,629,-400
-797,-625,803
742,693,613
-747,-626,845
-87,12,81
-449,621,917
-835,-601,697
682,760,620
16,-138,21
337,-818,-760
-608,761,-388
483,615,-340
489,-772,-735
-527,665,880
-661,-558,-657
352,675,-367
515,-793,747
530,-878,945
-773,-582,-587
600,-852,755
-710,-428,-598
741,793,516
378,-876,-798
-503,572,986
299,530,-336

--- scanner 19 ---
544,633,786
-897,723,-366
428,527,803
378,616,-803
704,-509,-669
-817,-377,895
-731,-354,-663
-894,-551,892
566,545,727
282,535,-774
-789,677,-422
583,-637,-647
-653,827,834
480,-459,907
-848,673,-372
-23,-27,114
-966,-418,845
615,-447,-637
507,-390,756
-785,-325,-484
448,-452,814
-590,914,909
-120,107,-57
431,502,-858
-509,842,781
-728,-338,-667

--- scanner 20 ---
468,632,619
-457,496,524
186,-93,14
-220,695,-807
769,-571,-448
766,-674,566
647,638,564
774,-341,-456
936,-606,598
-249,-766,-428
-445,-529,681
-573,-584,726
515,571,531
806,404,-253
-313,-803,-367
-301,-626,-444
736,-390,-393
829,-599,683
881,334,-394
-292,776,-679
0,27,-3
-610,-564,710
-307,632,-732
-461,437,474
948,302,-293
-411,388,468
117,78,152

--- scanner 21 ---
826,-509,-542
-398,-562,-530
51,60,-92
-421,734,361
-319,-733,428
808,-359,-646
-349,-606,427
752,461,756
775,527,646
-546,-537,-442
795,-572,422
834,-393,-572
-257,636,-774
-326,685,-828
-365,849,387
418,646,-460
825,441,776
-294,-548,435
-363,729,-750
879,-444,392
145,-98,74
849,-457,429
-440,-561,-480
-453,767,334
430,740,-603
402,738,-577

--- scanner 22 ---
-308,534,801
-633,-448,-329
-861,475,-605
345,-401,879
482,-523,877
-598,-646,511
-612,-389,-333
675,430,949
-7,103,77
-481,-528,520
877,402,-744
-671,-568,-313
898,564,-789
505,-336,806
670,428,929
-591,-593,474
765,-292,-316
842,447,-767
-790,606,-634
632,-364,-269
782,481,847
-312,600,807
-794,447,-543
806,-441,-266
-323,526,614

--- scanner 23 ---
496,-729,710
825,723,-386
-613,-891,470
557,406,738
-33,-165,-85
-666,-651,-848
-813,321,308
-751,428,-367
-644,-658,-805
-710,-755,-915
-814,466,-416
824,695,-421
-914,254,276
758,-857,-383
533,-814,583
-173,-2,-88
-575,-854,299
-759,433,-597
578,-771,-404
-662,-801,364
787,664,-437
579,-920,-389
592,387,777
-954,396,378
458,326,742
479,-829,713

--- scanner 24 ---
-369,-585,-682
-848,-535,620
-359,838,803
-367,813,607
532,547,-468
585,-256,525
652,908,492
590,-496,525
-796,-641,662
-434,-549,-650
-414,-510,-651
515,434,-573
-24,114,10
502,387,-427
805,-576,-697
560,-360,549
812,843,419
-365,722,791
675,721,421
700,-550,-563
-839,-598,817
-620,728,-861
784,-505,-601
-579,729,-733
-686,686,-703

--- scanner 25 ---
-634,465,-978
836,-736,352
-114,-56,-6
-557,844,715
443,386,-469
784,-720,492
684,417,618
772,-797,315
-355,-849,743
770,-555,-954
-641,-533,-791
657,-618,-947
766,344,716
-681,-571,-903
23,49,-124
488,295,-495
-334,-894,581
-736,-561,-685
732,-505,-931
-601,313,-932
-565,523,-890
-390,-872,698
-562,824,717
-450,742,664
561,457,-508
611,407,696

--- scanner 26 ---
-634,-845,-463
709,-612,-774
747,568,-391
779,368,-427
700,-634,-677
-638,367,-613
-549,-364,616
473,-697,624
526,609,922
-487,311,509
-346,381,584
-38,59,151
590,-622,561
505,-629,454
471,615,743
799,496,-277
543,-576,-681
438,548,875
-541,-594,621
14,-42,-3
-725,302,-666
-386,279,442
-687,473,-703
-486,-413,654
-656,-802,-470
-590,-912,-567

--- scanner 27 ---
942,-325,-622
653,572,551
852,-309,-551
-496,443,-571
562,392,-533
406,-302,686
-44,118,134
-492,627,839
73,75,-10
822,-297,-709
435,582,606
-775,-518,-455
-479,664,944
-648,443,-676
547,544,646
-400,-520,429
-503,375,-727
626,414,-598
-605,-531,-394
-492,620,722
360,-454,653
-689,-603,-505
448,-512,722
559,418,-683
-461,-522,488
-256,-497,436

--- scanner 28 ---
632,274,-680
367,-616,715
32,-122,-3
-833,742,839
808,-415,-420
838,541,794
834,632,635
-854,787,677
697,296,-616
-623,-630,-794
-547,426,-695
352,-803,707
-452,454,-589
905,603,766
-631,-951,811
-798,765,794
-587,-420,-836
-626,-931,813
356,-809,641
-554,-572,-882
-507,464,-807
721,-443,-300
650,-427,-390
-738,-849,760
782,300,-683

--- scanner 29 ---
650,-462,893
-474,-732,-757
696,-400,888
408,486,-380
632,-613,-400
762,-527,-350
-766,-765,692
-712,-786,707
-564,-796,695
44,-15,-7
-617,-826,-745
616,563,781
-556,423,-349
378,358,-296
810,-492,935
742,-547,-423
-660,273,-367
-586,307,-341
415,371,-326
-884,764,848
-591,-824,-773
-718,728,938
-91,-120,132
782,510,743
-891,688,970
706,715,738

--- scanner 30 ---
-413,599,524
-666,-613,-524
767,-832,-734
-675,-495,-641
65,-17,-99
929,795,-761
809,679,309
-307,-740,302
675,653,414
-5,49,68
580,-444,582
-454,826,-659
539,-284,612
-475,802,-703
940,723,-719
-380,-805,462
685,-331,599
-712,-548,-634
-309,-618,439
851,-680,-760
-437,463,554
808,773,-668
-413,359,529
713,608,330
