13,4,15
10,3,11
10,18,8
8,17,7
11,9,18
11,12,2
8,16,5
11,11,19
4,8,5
16,13,6
4,16,14
11,13,2
10,20,12
16,13,16
6,3,10
13,7,3
9,19,11
4,16,13
4,14,6
7,2,9
12,3,6
9,17,5
13,13,14
15,10,3
19,7,7
11,8,4
2,12,13
17,13,16
7,16,18
10,1,12
16,11,16
13,7,16
8,16,4
15,3,11
16,18,10
4,16,8
16,12,19
7,13,17
10,4,8
7,18,10
5,12,15
14,7,3
2,10,8
19,10,15
8,19,10
17,13,7
8,6,18
4,9,16
16,17,11
7,17,15
8,8,3
14,2,13
14,17,12
2,9,12
3,14,16
8,18,13
6,12,18
10,3,9
14,8,17
9,14,3
11,16,4
5,10,3
19,12,15
16,15,4
2,12,7
12,10,18
10,10,19
16,10,3
10,18,6
8,19,9
14,3,11
5,8,17
18,12,13
17,5,15
17,12,16
19,13,11
5,4,15
6,14,4
16,5,13
5,18,7
18,10,7
5,14,16
11,3,10
16,18,12
4,7,15
15,8,4
12,2,10
9,10,19
19,8,13
4,11,4
9,14,2
14,12,18
7,19,10
12,19,9
10,19,7
9,7,2
12,4,6
6,8,3
8,18,17
5,7,6
11,5,8
3,8,15
7,18,8
9,18,8
6,9,19
8,12,1
9,3,5
8,15,18
7,12,18
3,11,5
2,9,10
6,4,6
18,5,11
11,8,18
11,1,10
6,19,10
18,14,15
11,16,3
13,20,9
9,12,2
16,15,6
13,17,4
4,9,18
10,5,5
13,6,18
19,9,8
9,17,4
13,4,10
19,10,13
14,13,16
2,16,10
9,19,13
17,17,12
9,6,4
11,12,1
9,16,17
12,18,12
10,14,2
5,7,15
11,15,18
3,10,11
17,12,5
11,10,2
20,11,11
7,8,18
14,17,4
15,18,8
17,3,9
5,11,4
12,17,6
15,14,4
7,19,9
15,4,15
9,2,12
12,18,13
9,3,10
13,3,10
7,15,3
13,11,1
4,13,15
5,6,13
17,12,7
2,14,13
11,15,5
3,10,7
7,16,5
9,5,16
6,17,7
9,17,9
7,11,20
2,12,6
1,8,11
15,10,6
14,9,2
15,9,4
10,9,1
12,12,2
15,19,11
4,5,7
3,13,9
13,13,20
11,17,17
9,4,4
16,4,14
18,12,6
6,12,19
15,18,12
8,11,20
17,11,16
17,16,12
19,10,8
12,3,14
7,18,6
9,11,0
18,9,7
15,11,3
19,11,9
16,13,18
18,9,14
4,17,11
11,1,15
15,13,18
11,5,17
16,18,7
20,10,12
4,17,10
4,5,11
12,17,16
2,13,14
10,19,6
18,12,7
3,6,7
7,14,16
5,3,12
7,14,18
8,17,8
7,4,10
19,12,16
8,19,11
7,5,17
18,9,6
12,17,4
3,9,7
2,13,11
13,18,17
5,5,13
9,17,14
13,15,18
18,12,9
8,14,4
7,3,14
2,13,10
15,16,17
6,18,12
11,3,7
12,18,15
18,15,8
15,18,10
8,1,8
5,15,5
10,6,3
16,14,17
6,16,10
10,11,2
3,12,6
15,18,6
17,7,16
8,10,2
16,13,3
4,15,8
18,14,11
16,14,13
7,15,16
9,5,5
18,12,11
6,6,17
2,9,13
4,2,9
7,16,16
9,2,13
17,6,7
18,9,13
19,9,6
17,14,11
16,4,13
18,9,5
9,17,12
11,9,2
18,10,13
9,12,18
11,2,7
15,10,5
11,2,13
7,10,1
17,16,13
12,18,4
16,5,5
18,12,5
4,13,14
16,17,9
5,6,3
15,7,4
15,5,16
14,7,2
6,4,8
15,3,8
12,11,1
13,9,19
18,13,7
3,6,9
13,18,11
16,16,13
13,12,2
1,11,8
13,6,4
6,17,6
6,4,15
13,13,4
16,17,8
5,4,12
6,8,17
3,5,10
4,4,12
9,11,2
3,13,11
11,11,18
4,6,9
18,11,15
8,12,3
16,15,12
4,14,12
18,10,9
13,10,17
12,2,8
11,1,8
3,8,17
3,7,8
13,13,3
7,9,20
6,19,9
17,18,10
16,5,15
12,2,11
13,11,18
13,15,19
14,14,4
9,2,11
3,15,9
8,20,9
9,13,3
7,4,6
6,5,15
18,9,11
14,16,17
8,5,5
14,19,8
6,4,9
16,11,17
1,10,10
16,10,6
18,10,11
19,10,10
8,17,5
7,11,18
7,4,16
5,15,15
12,6,3
18,11,16
5,17,12
14,11,19
8,14,17
9,19,6
13,10,3
6,16,5
11,19,6
10,3,8
13,3,14
14,6,16
4,8,6
16,2,11
16,13,17
4,12,5
6,15,16
15,5,17
12,7,17
13,3,5
3,15,6
7,6,18
2,8,7
19,8,10
12,14,18
6,12,3
12,4,5
3,9,6
18,7,10
6,9,4
11,16,18
19,9,13
14,17,5
16,12,17
9,13,17
4,6,8
5,18,11
17,10,6
20,9,12
17,10,7
18,14,12
1,12,10
8,3,10
5,10,15
11,11,2
6,7,17
10,4,6
3,11,13
7,4,14
6,6,13
4,10,17
6,3,12
12,7,4
19,13,12
7,12,3
5,16,14
8,20,10
8,12,19
17,14,8
7,12,2
16,12,6
16,9,17
11,5,3
7,18,13
16,11,4
14,13,2
2,10,13
3,8,7
7,3,12
6,11,5
8,5,18
14,5,6
1,11,11
9,17,15
14,9,18
14,16,6
17,12,14
4,5,12
13,16,6
7,13,4
15,11,2
17,12,11
9,11,3
2,9,8
2,14,12
5,3,13
11,17,15
8,19,7
9,18,4
9,9,3
13,19,12
18,7,9
13,8,2
11,19,15
9,19,10
13,12,18
9,20,12
18,8,6
4,16,9
12,18,5
6,14,18
15,4,8
12,12,3
6,3,9
17,14,6
4,9,4
15,7,17
7,2,11
4,12,7
18,7,15
16,7,4
13,13,5
12,11,18
9,20,13
15,16,14
14,12,3
19,15,10
6,11,6
17,11,4
17,14,15
6,18,9
2,12,14
14,15,4
4,3,10
14,13,18
8,18,16
10,7,18
12,4,4
13,4,16
7,5,4
4,4,13
8,6,1
7,2,7
13,3,11
4,7,6
17,6,14
11,16,5
20,9,13
1,12,9
4,10,16
5,17,14
9,3,15
6,11,18
8,3,4
12,19,10
9,19,8
14,5,5
4,12,15
4,11,8
10,12,1
4,18,14
3,10,8
1,9,12
18,9,15
4,3,9
13,19,9
13,17,6
7,18,12
9,16,5
4,7,5
4,7,16
18,6,13
17,8,14
7,18,11
4,11,16
10,18,4
17,16,9
19,11,13
16,11,3
7,10,5
14,15,17
7,3,6
12,1,11
15,17,15
14,3,7
10,5,4
8,4,6
7,3,8
10,19,9
13,17,12
18,5,10
8,3,8
18,15,11
17,6,10
4,13,6
9,9,19
10,5,18
11,6,3
15,5,5
10,7,19
17,7,5
19,9,12
6,13,3
7,10,19
4,13,8
14,18,15
18,13,15
6,6,16
16,8,4
7,8,5
11,17,4
